From	To	Species	Gene Name
ENSMUSG00000078345	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000031326	NM_007674	Mus musculus	caudal type homeo box 4
ENSMUSG00000078344	XM_001477006	Mus musculus	predicted gene 14474
ENSMUSG00000078347	NM_029588	Mus musculus	predicted gene 14501; RIKEN cDNA 1700012L04 gene
ENSMUSG00000078347	XM_907421	Mus musculus	predicted gene 14501; RIKEN cDNA 1700012L04 gene
ENSMUSG00000078347	XM_622011	Mus musculus	predicted gene 14501; RIKEN cDNA 1700012L04 gene
ENSMUSG00000078347	NM_001085537	Mus musculus	predicted gene 14501; RIKEN cDNA 1700012L04 gene
ENSMUSG00000063709	NM_001099318	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474133	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474076	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474270	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	NM_001099316	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	NM_029203	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474291	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474151	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	NM_001085348	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000063709	XM_001474057	Mus musculus	reproductive homeobox 2C; reproductive homeobox 2B; reproductive homeobox 2A; reproductive homeobox 2E
ENSMUSG00000034968	NM_010692	Mus musculus	ladybird homeobox homolog 2 (Drosophila)
ENSMUSG00000031737	NM_018826	Mus musculus	Iroquois related homeobox 5 (Drosophila)
ENSMUSG00000023902	NM_001033425	Mus musculus	zinc finger and SCAN domain containing 10
ENSMUSG00000027796	NM_019483	Mus musculus	MAD homolog 9 (Drosophila)
ENSMUSG00000061894	NM_177758	Mus musculus	zinc finger and SCAN domains 20
ENSMUSG00000050605	XM_001480753	Mus musculus	zinc finger protein 61
ENSMUSG00000050605	XM_001478839	Mus musculus	zinc finger protein 61
ENSMUSG00000050605	NM_009561	Mus musculus	zinc finger protein 61
ENSMUSG00000001496	NM_009385	Mus musculus	NK2 homeobox 1
ENSMUSG00000001496	NM_001146198	Mus musculus	NK2 homeobox 1
ENSMUSG00000031734	NM_008393	Mus musculus	Iroquois related homeobox 3 (Drosophila)
ENSMUSG00000001497	NM_011041	Mus musculus	paired box gene 9
ENSMUSG00000030486	NM_018791	Mus musculus	zinc finger protein 108
ENSMUSG00000062944	XM_001479568	Mus musculus	RIKEN cDNA 9130023H24 gene
ENSMUSG00000062944	NM_177001	Mus musculus	RIKEN cDNA 9130023H24 gene
ENSMUSG00000061898	NM_021326	Mus musculus	RB-associated KRAB repressor
ENSMUSG00000061898	NM_001045482	Mus musculus	RB-associated KRAB repressor
ENSMUSG00000028394	NM_021498	Mus musculus	polymerase (DNA directed), epsilon 3 (p17 subunit)
ENSMUSG00000050600	XM_001480903	Mus musculus	zinc finger protein 831; similar to likely orthologue of H. sapiens chromosome 20 open reading frame 174 (C20orf174)
ENSMUSG00000050600	NM_001099328	Mus musculus	zinc finger protein 831; similar to likely orthologue of H. sapiens chromosome 20 open reading frame 174 (C20orf174)
ENSMUSG00000050600	XM_001476837	Mus musculus	zinc finger protein 831; similar to likely orthologue of H. sapiens chromosome 20 open reading frame 174 (C20orf174)
ENSMUSG00000001493	NM_010791	Mus musculus	mesenchyme homeobox 1
ENSMUSG00000027794	NM_028937	Mus musculus	spermatogenesis and oogenesis specific basic helix-loop-helix 2
ENSMUSG00000031738	NM_022428	Mus musculus	Iroquois related homeobox 6 (Drosophila)
ENSMUSG00000045757	NM_146203	Mus musculus	zinc finger protein 764
ENSMUSG00000045757	NM_001167832	Mus musculus	zinc finger protein 764
ENSMUSG00000004071	NM_025670	Mus musculus	RIKEN cDNA 5730403B10 gene
ENSMUSG00000068551	NM_001085417	Mus musculus	zinc finger protein 467
ENSMUSG00000068551	NM_001085416	Mus musculus	zinc finger protein 467
ENSMUSG00000068551	NM_001085415	Mus musculus	zinc finger protein 467
ENSMUSG00000068551	NM_020589	Mus musculus	zinc finger protein 467
ENSMUSG00000055991	NM_016683	Mus musculus	zinc finger with KRAB and SCAN domains 5
ENSMUSG00000055991	NM_001167944	Mus musculus	zinc finger with KRAB and SCAN domains 5
ENSMUSG00000046714	NM_013519	Mus musculus	forkhead box C2
ENSMUSG00000057156	XM_001471891	Mus musculus	homeodomain leucine zipper-encoding gene
ENSMUSG00000057156	NM_183174	Mus musculus	homeodomain leucine zipper-encoding gene
ENSMUSG00000059246	NM_022378	Mus musculus	forkhead box B1
ENSMUSG00000037860	NM_001013779	Mus musculus	absent in melanoma 2
ENSMUSG00000039634	NM_145547	Mus musculus	zinc finger protein 189
ENSMUSG00000028389	NM_009554	Mus musculus	zinc finger protein 37
ENSMUSG00000023021	NM_028015	Mus musculus	LAG1 homolog, ceramide synthase 5
ENSMUSG00000053600	NM_153063	Mus musculus	zinc finger protein 472
ENSMUSG00000037868	NM_010118	Mus musculus	early growth response 2
ENSMUSG00000049576	NM_009540	Mus musculus	zinc finger protein, autosomal
ENSMUSG00000049577	NM_009569	Mus musculus	zinc finger protein, multitype 1; similar to FOG
ENSMUSG00000049577	XM_001478602	Mus musculus	zinc finger protein, multitype 1; similar to FOG
ENSMUSG00000026436	NM_007923	Mus musculus	ELK4, member of ETS oncogene family
ENSMUSG00000027967	NM_009718	Mus musculus	neurogenin 2
ENSMUSG00000034384	NM_001005477	Mus musculus	BarH-like 2 (Drosophila)
ENSMUSG00000025821	NM_146175	Mus musculus	zinc finger protein 282
ENSMUSG00000019826	NM_153398	Mus musculus	zinc finger and BTB domain containing 24
ENSMUSG00000008976	NM_008065	Mus musculus	GA repeat binding protein, alpha
ENSMUSG00000023027	XM_001478226	Mus musculus	predicted gene 1862; activating transcription factor 1; similar to activating transcription factor 1
ENSMUSG00000023027	XM_001479002	Mus musculus	predicted gene 1862; activating transcription factor 1; similar to activating transcription factor 1
ENSMUSG00000023027	XM_001474817	Mus musculus	predicted gene 1862; activating transcription factor 1; similar to activating transcription factor 1
ENSMUSG00000023027	NM_007497	Mus musculus	predicted gene 1862; activating transcription factor 1; similar to activating transcription factor 1
ENSMUSG00000048904	NM_010896	Mus musculus	neurogenin 1
ENSMUSG00000012520	NM_008888	Mus musculus	paired-like homeobox 2b
ENSMUSG00000046711	NM_001166476	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_016660	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166477	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001039356	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166539	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166537	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166536	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001025427	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166541	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166542	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166540	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166545	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166535	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166546	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166543	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000046711	NM_001166544	Mus musculus	high mobility group AT-hook I, related sequence 1; high mobility group AT-hook 1
ENSMUSG00000055240	NM_009542	Mus musculus	zinc finger protein 101
ENSMUSG00000046518	NM_033522	Mus musculus	Fer3-like (Drosophila)
ENSMUSG00000037477	NM_011533	Mus musculus	T-box 10
ENSMUSG00000037477	NM_001001320	Mus musculus	T-box 10
ENSMUSG00000030067	NM_053202	Mus musculus	forkhead box P1
ENSMUSG00000074366	NM_145709	Mus musculus	oocyte specific homeobox 5
ENSMUSG00000055053	NM_008688	Mus musculus	nuclear factor I/C
ENSMUSG00000055053	NM_026756	Mus musculus	nuclear factor I/C
ENSMUSG00000074369	XM_986100	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	NM_145707	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_900102	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_986171	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_986137	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_983494	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_986068	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000074369	XM_620426	Mus musculus	predicted gene 8064; predicted gene 8072; predicted gene 8053; oocyte specific homeobox 3; predicted gene 8040; predicted gene 5889
ENSMUSG00000056014	NM_183025	Mus musculus	similar to RIKEN cDNA A430033K04 gene; RIKEN cDNA A430033K04 gene
ENSMUSG00000056014	XM_001480608	Mus musculus	similar to RIKEN cDNA A430033K04 gene; RIKEN cDNA A430033K04 gene
ENSMUSG00000074368	NM_027802	Mus musculus	oocyte specific homeobox 1; oocyte specific homeobox 2; similar to OBOX2
ENSMUSG00000056824	NM_001005425	Mus musculus	predicted gene 1008
ENSMUSG00000044617	NM_198035	Mus musculus	zinc finger and BTB domain containing 39
ENSMUSG00000054191	NM_010635	Mus musculus	Kruppel-like factor 1 (erythroid)
ENSMUSG00000038236	NM_010455	Mus musculus	homeo box A7
ENSMUSG00000029706	NM_011038	Mus musculus	paired box gene 4
ENSMUSG00000029706	NM_001159926	Mus musculus	paired box gene 4
ENSMUSG00000029706	NM_001159925	Mus musculus	paired box gene 4
ENSMUSG00000056829	NM_008023	Mus musculus	forkhead box B2
ENSMUSG00000023034	NM_010444	Mus musculus	nuclear receptor subfamily 4, group A, member 1
ENSMUSG00000062175	XM_923457	Mus musculus	TGFB-induced factor homeobox 2; predicted gene, OTTMUSG00000007704; similar to TGFB-induced factor 2
ENSMUSG00000062175	NM_173396	Mus musculus	TGFB-induced factor homeobox 2; predicted gene, OTTMUSG00000007704; similar to TGFB-induced factor 2
ENSMUSG00000062175	XM_914106	Mus musculus	TGFB-induced factor homeobox 2; predicted gene, OTTMUSG00000007704; similar to TGFB-induced factor 2
ENSMUSG00000062175	XM_001481000	Mus musculus	TGFB-induced factor homeobox 2; predicted gene, OTTMUSG00000007704; similar to TGFB-induced factor 2
ENSMUSG00000062175	XM_890156	Mus musculus	TGFB-induced factor homeobox 2; predicted gene, OTTMUSG00000007704; similar to TGFB-induced factor 2
ENSMUSG00000029705	NM_198602	Mus musculus	cut-like homeobox 1
ENSMUSG00000029705	NM_009986	Mus musculus	cut-like homeobox 1
ENSMUSG00000034377	NM_001103181	Mus musculus	similar to mKIAA1397 protein; tubby like protein 4
ENSMUSG00000034377	XM_001476640	Mus musculus	similar to mKIAA1397 protein; tubby like protein 4
ENSMUSG00000034377	NM_001033529	Mus musculus	similar to mKIAA1397 protein; tubby like protein 4
ENSMUSG00000034377	NM_054040	Mus musculus	similar to mKIAA1397 protein; tubby like protein 4
ENSMUSG00000006720	NM_183014	Mus musculus	zinc finger protein 184 (Kruppel-like)
ENSMUSG00000030469	XM_924581	Mus musculus	zinc finger protein 719
ENSMUSG00000030469	XM_145574	Mus musculus	zinc finger protein 719
ENSMUSG00000030469	NM_172482	Mus musculus	zinc finger protein 719
ENSMUSG00000029913	NM_027547	Mus musculus	PR domain containing 5
ENSMUSG00000037465	NM_013692	Mus musculus	Kruppel-like factor 10
ENSMUSG00000070495	NM_001081387	Mus musculus	CCCTC-binding factor (zinc finger protein)-like
ENSMUSG00000063972	NM_010264	Mus musculus	nuclear receptor subfamily 6, group A, member 1
ENSMUSG00000063972	NM_001159548	Mus musculus	nuclear receptor subfamily 6, group A, member 1
ENSMUSG00000063972	NM_001159549	Mus musculus	nuclear receptor subfamily 6, group A, member 1
ENSMUSG00000056019	NM_145624	Mus musculus	zinc finger protein 709
ENSMUSG00000074365	XM_001477457	Mus musculus	Egam-1C; Crx opposite strand transcript 1; predicted gene 8743; predicted gene 8282
ENSMUSG00000074365	NM_001033638	Mus musculus	Egam-1C; Crx opposite strand transcript 1; predicted gene 8743; predicted gene 8282
ENSMUSG00000074365	XM_991681	Mus musculus	Egam-1C; Crx opposite strand transcript 1; predicted gene 8743; predicted gene 8282
ENSMUSG00000074365	XM_984659	Mus musculus	Egam-1C; Crx opposite strand transcript 1; predicted gene 8743; predicted gene 8282
ENSMUSG00000074365	NM_001145190	Mus musculus	Egam-1C; Crx opposite strand transcript 1; predicted gene 8743; predicted gene 8282
ENSMUSG00000029313	NM_001080798	Mus musculus	AF4/FMR2 family, member 1
ENSMUSG00000029313	NM_133919	Mus musculus	AF4/FMR2 family, member 1
